🚀 正在初始化系统...
🔍 正在加载 Contriever 检索器...
📚 正在加载文档库...
📂 正在加载文件: /home/featurize/work/embeddings_1m/passages_00
📚 文档库加载完成，共 1000000 篇文档。
✅ 系统初始化完成
📂 正在加载数据集: professional_law 从 /home/featurize/work/mmlu_subset/professional_law.csv
✅ professional_law 加载完成，共 400 道题目
📂 正在加载数据集: moral_scenarios 从 /home/featurize/work/mmlu_subset/moral_scenarios.csv
✅ moral_scenarios 加载完成，共 400 道题目
📂 正在加载数据集: psychology 从 /home/featurize/work/mmlu_subset/psychology.csv
✅ psychology 加载完成，共 400 道题目
📂 正在加载数据集: mathematics 从 /home/featurize/work/mmlu_subset/mathematics.csv
✅ mathematics 加载完成，共 400 道题目

==================== 正在评测数据集: professional_law ====================
✅ 选取了 400 道题目 (数据集共 400 道)
题号: professional_law_0, 正确: True, 检索: 3.6497s, Rerank: 0.1972s, 生成: 2.6721s, 首字: 6.5895s, Rerank占比(总): 2.99%, Rerank占比(检): 5.13%
题号: psychology_72, 正确: False, 检索: 4.6991s, Rerank: 0.0880s, 生成: 2.5320s, 首字: 7.3913s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: psychology_73, 正确: False, 检索: 4.6926s, Rerank: 0.0868s, 生成: 2.5543s, 首字: 7.4038s, Rerank占比(总): 1.17%, Rerank占比(检): 1.82%
题号: psychology_74, 正确: False, 检索: 4.7408s, Rerank: 0.0910s, 生成: 2.5638s, 首字: 7.4685s, Rerank占比(总): 1.22%, Rerank占比(检): 1.88%
题号: psychology_75, 正确: False, 检索: 4.6958s, Rerank: 0.0868s, 生成: 2.5183s, 首字: 7.3724s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_76, 正确: True, 检索: 4.6744s, Rerank: 0.0873s, 生成: 2.5294s, 首字: 7.3629s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: psychology_77, 正确: True, 检索: 4.7003s, Rerank: 0.0868s, 生成: 2.5220s, 首字: 7.3793s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_78, 正确: True, 检索: 4.6767s, Rerank: 0.0869s, 生成: 2.5165s, 首字: 7.3515s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_79, 正确: False, 检索: 4.6976s, Rerank: 0.0934s, 生成: 2.6407s, 首字: 7.5047s, Rerank占比(总): 1.25%, Rerank占比(检): 1.95%
题号: psychology_80, 正确: True, 检索: 4.7977s, Rerank: 0.0896s, 生成: 2.5830s, 首字: 7.5420s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: psychology_81, 正确: True, 检索: 4.5052s, Rerank: 0.1000s, 生成: 2.4977s, 首字: 7.1795s, Rerank占比(总): 1.39%, Rerank占比(检): 2.17%
题号: psychology_82, 正确: False, 检索: 3.7414s, Rerank: 0.0839s, 生成: 2.4903s, 首字: 6.3855s, Rerank占比(总): 1.31%, Rerank占比(检): 2.19%
题号: psychology_83, 正确: True, 检索: 3.6903s, Rerank: 0.0835s, 生成: 2.4705s, 首字: 6.3127s, Rerank占比(总): 1.32%, Rerank占比(检): 2.21%
题号: psychology_84, 正确: True, 检索: 4.7196s, Rerank: 0.0880s, 生成: 2.5968s, 首字: 7.4762s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_85, 正确: False, 检索: 4.7592s, Rerank: 0.0888s, 生成: 2.5475s, 首字: 7.4685s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: psychology_86, 正确: False, 检索: 4.7475s, Rerank: 0.0875s, 生成: 2.5432s, 首字: 7.4519s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_87, 正确: False, 检索: 4.6978s, Rerank: 0.0863s, 生成: 2.5144s, 首字: 7.3706s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_88, 正确: False, 检索: 4.6962s, Rerank: 0.0862s, 生成: 2.5125s, 首字: 7.3653s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_89, 正确: True, 检索: 4.6952s, Rerank: 0.0870s, 生成: 2.5125s, 首字: 7.3652s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_90, 正确: False, 检索: 4.7425s, Rerank: 0.0881s, 生成: 2.5443s, 首字: 7.4497s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_91, 正确: True, 检索: 4.6750s, Rerank: 0.0863s, 生成: 2.5085s, 首字: 7.3427s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_92, 正确: False, 检索: 4.7015s, Rerank: 0.0868s, 生成: 2.5135s, 首字: 7.3732s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_93, 正确: False, 检索: 4.6845s, Rerank: 0.0864s, 生成: 2.5111s, 首字: 7.3519s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_94, 正确: False, 检索: 4.6952s, Rerank: 0.0864s, 生成: 2.5082s, 首字: 7.3613s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_95, 正确: True, 检索: 4.7531s, Rerank: 0.0866s, 生成: 2.5148s, 首字: 7.4256s, Rerank占比(总): 1.17%, Rerank占比(检): 1.79%
题号: psychology_96, 正确: True, 检索: 4.6888s, Rerank: 0.0861s, 生成: 2.5078s, 首字: 7.3528s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_97, 正确: True, 检索: 4.6826s, Rerank: 0.0865s, 生成: 2.5035s, 首字: 7.3455s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_98, 正确: False, 检索: 4.6165s, Rerank: 0.0859s, 生成: 2.5082s, 首字: 7.2823s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_99, 正确: False, 检索: 4.6362s, Rerank: 0.0875s, 生成: 2.5070s, 首字: 7.3013s, Rerank占比(总): 1.20%, Rerank占比(检): 1.85%
题号: psychology_100, 正确: False, 检索: 4.6871s, Rerank: 0.0860s, 生成: 2.5071s, 首字: 7.3506s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_101, 正确: False, 检索: 4.6728s, Rerank: 0.0878s, 生成: 2.5054s, 首字: 7.3373s, Rerank占比(总): 1.20%, Rerank占比(检): 1.84%
题号: psychology_102, 正确: False, 检索: 4.7168s, Rerank: 0.0875s, 生成: 2.5047s, 首字: 7.3863s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_103, 正确: False, 检索: 4.6997s, Rerank: 0.0865s, 生成: 2.5073s, 首字: 7.3640s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_104, 正确: False, 检索: 4.6172s, Rerank: 0.0876s, 生成: 2.5045s, 首字: 7.2798s, Rerank占比(总): 1.20%, Rerank占比(检): 1.86%
题号: psychology_105, 正确: True, 检索: 4.7117s, Rerank: 0.0867s, 生成: 2.5071s, 首字: 7.3768s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_106, 正确: False, 检索: 4.6841s, Rerank: 0.0872s, 生成: 2.5059s, 首字: 7.3489s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: psychology_107, 正确: False, 检索: 4.6528s, Rerank: 0.0861s, 生成: 2.5010s, 首字: 7.3130s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_108, 正确: True, 检索: 4.8248s, Rerank: 0.0856s, 生成: 2.5056s, 首字: 7.4883s, Rerank占比(总): 1.14%, Rerank占比(检): 1.74%
题号: psychology_109, 正确: False, 检索: 4.6641s, Rerank: 0.0857s, 生成: 2.4990s, 首字: 7.3197s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_110, 正确: False, 检索: 4.6320s, Rerank: 0.0859s, 生成: 2.5041s, 首字: 7.2932s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_111, 正确: True, 检索: 4.6568s, Rerank: 0.0856s, 生成: 2.5053s, 首字: 7.3197s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_112, 正确: True, 检索: 4.6132s, Rerank: 0.0857s, 生成: 2.5036s, 首字: 7.2740s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_113, 正确: True, 检索: 4.6450s, Rerank: 0.0856s, 生成: 2.5040s, 首字: 7.3075s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_114, 正确: True, 检索: 4.6476s, Rerank: 0.0856s, 生成: 2.5002s, 首字: 7.3051s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_115, 正确: True, 检索: 4.6683s, Rerank: 0.0858s, 生成: 2.5050s, 首字: 7.3303s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_116, 正确: True, 检索: 4.6495s, Rerank: 0.0854s, 生成: 2.5017s, 首字: 7.3088s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_117, 正确: True, 检索: 4.6375s, Rerank: 0.0857s, 生成: 2.5175s, 首字: 7.3104s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_118, 正确: False, 检索: 4.6262s, Rerank: 0.0853s, 生成: 2.5003s, 首字: 7.2827s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_119, 正确: False, 检索: 4.7074s, Rerank: 0.0862s, 生成: 2.5052s, 首字: 7.3700s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_120, 正确: True, 检索: 4.6439s, Rerank: 0.0859s, 生成: 2.5007s, 首字: 7.3011s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_121, 正确: False, 检索: 4.6762s, Rerank: 0.0855s, 生成: 2.5154s, 首字: 7.3477s, Rerank占比(总): 1.16%, Rerank占比(检): 1.80%
题号: psychology_122, 正确: True, 检索: 4.6593s, Rerank: 0.0853s, 生成: 2.5035s, 首字: 7.3188s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_123, 正确: False, 检索: 4.6482s, Rerank: 0.0858s, 生成: 2.5021s, 首字: 7.3075s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_124, 正确: True, 检索: 4.6855s, Rerank: 0.0858s, 生成: 2.5053s, 首字: 7.3479s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_125, 正确: False, 检索: 4.6553s, Rerank: 0.0858s, 生成: 2.5021s, 首字: 7.3129s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_126, 正确: False, 检索: 4.6571s, Rerank: 0.0856s, 生成: 2.5029s, 首字: 7.3151s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_127, 正确: False, 检索: 4.6806s, Rerank: 0.0858s, 生成: 2.5047s, 首字: 7.3420s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_128, 正确: True, 检索: 4.6967s, Rerank: 0.0863s, 生成: 2.4996s, 首字: 7.3548s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_129, 正确: True, 检索: 4.6557s, Rerank: 0.0963s, 生成: 2.5061s, 首字: 7.3303s, Rerank占比(总): 1.31%, Rerank占比(检): 2.03%
题号: psychology_130, 正确: False, 检索: 4.6480s, Rerank: 0.0860s, 生成: 2.5040s, 首字: 7.3103s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_131, 正确: False, 检索: 4.6718s, Rerank: 0.0863s, 生成: 2.5015s, 首字: 7.3309s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_132, 正确: True, 检索: 4.6680s, Rerank: 0.0857s, 生成: 2.5036s, 首字: 7.3304s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_133, 正确: False, 检索: 4.6603s, Rerank: 0.0863s, 生成: 2.5112s, 首字: 7.3290s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_134, 正确: False, 检索: 4.6841s, Rerank: 0.0866s, 生成: 2.5128s, 首字: 7.3580s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_135, 正确: False, 检索: 3.8138s, Rerank: 0.0843s, 生成: 2.4334s, 首字: 6.4011s, Rerank占比(总): 1.32%, Rerank占比(检): 2.16%
题号: psychology_136, 正确: True, 检索: 3.5688s, Rerank: 0.0836s, 生成: 2.4336s, 首字: 6.1550s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: psychology_137, 正确: True, 检索: 3.7391s, Rerank: 0.0852s, 生成: 2.4370s, 首字: 6.3296s, Rerank占比(总): 1.35%, Rerank占比(检): 2.23%
题号: psychology_138, 正确: False, 检索: 3.6128s, Rerank: 0.0843s, 生成: 2.4286s, 首字: 6.1956s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: psychology_139, 正确: False, 检索: 3.6128s, Rerank: 0.1127s, 生成: 2.4772s, 首字: 6.2731s, Rerank占比(总): 1.80%, Rerank占比(检): 3.02%
题号: psychology_140, 正确: True, 检索: 3.5967s, Rerank: 0.0844s, 生成: 2.4850s, 首字: 6.2357s, Rerank占比(总): 1.35%, Rerank占比(检): 2.29%
题号: psychology_141, 正确: False, 检索: 3.7404s, Rerank: 0.0854s, 生成: 2.4926s, 首字: 6.3865s, Rerank占比(总): 1.34%, Rerank占比(检): 2.23%
题号: psychology_142, 正确: False, 检索: 3.6703s, Rerank: 0.0853s, 生成: 2.4467s, 首字: 6.2743s, Rerank占比(总): 1.36%, Rerank占比(检): 2.27%
题号: psychology_143, 正确: False, 检索: 3.6046s, Rerank: 0.0833s, 生成: 2.4234s, 首字: 6.1810s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: psychology_144, 正确: False, 检索: 3.5991s, Rerank: 0.0833s, 生成: 2.4237s, 首字: 6.1770s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: psychology_145, 正确: False, 检索: 3.5996s, Rerank: 0.0836s, 生成: 2.4192s, 首字: 6.1713s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: psychology_146, 正确: False, 检索: 4.0419s, Rerank: 0.0875s, 生成: 2.5110s, 首字: 6.7127s, Rerank占比(总): 1.30%, Rerank占比(检): 2.12%
题号: psychology_147, 正确: True, 检索: 4.6302s, Rerank: 0.0872s, 生成: 2.5111s, 首字: 7.3015s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: psychology_148, 正确: False, 检索: 4.6495s, Rerank: 0.0860s, 生成: 2.5116s, 首字: 7.3180s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_149, 正确: False, 检索: 4.6456s, Rerank: 0.0874s, 生成: 2.5131s, 首字: 7.3196s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: psychology_150, 正确: False, 检索: 4.6807s, Rerank: 0.0868s, 生成: 2.5082s, 首字: 7.3475s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_151, 正确: False, 检索: 4.6454s, Rerank: 0.0866s, 生成: 2.5373s, 首字: 7.3420s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_152, 正确: False, 检索: 3.6662s, Rerank: 0.0835s, 生成: 2.4642s, 首字: 6.2829s, Rerank占比(总): 1.33%, Rerank占比(检): 2.23%
题号: psychology_153, 正确: False, 检索: 3.7010s, Rerank: 0.0837s, 生成: 2.4862s, 首字: 6.3398s, Rerank占比(总): 1.32%, Rerank占比(检): 2.21%
题号: psychology_154, 正确: False, 检索: 3.7117s, Rerank: 0.0846s, 生成: 2.4734s, 首字: 6.3387s, Rerank占比(总): 1.33%, Rerank占比(检): 2.23%
题号: psychology_155, 正确: False, 检索: 3.7208s, Rerank: 0.0846s, 生成: 2.4807s, 首字: 6.3575s, Rerank占比(总): 1.33%, Rerank占比(检): 2.22%
题号: psychology_156, 正确: False, 检索: 3.6600s, Rerank: 0.0843s, 生成: 2.4484s, 首字: 6.2630s, Rerank占比(总): 1.35%, Rerank占比(检): 2.25%
题号: psychology_157, 正确: True, 检索: 3.5969s, Rerank: 0.0840s, 生成: 2.4310s, 首字: 6.1814s, Rerank占比(总): 1.36%, Rerank占比(检): 2.28%
题号: psychology_158, 正确: True, 检索: 3.5877s, Rerank: 0.0841s, 生成: 2.4381s, 首字: 6.1810s, Rerank占比(总): 1.36%, Rerank占比(检): 2.29%
题号: psychology_159, 正确: True, 检索: 3.6156s, Rerank: 0.0833s, 生成: 2.4304s, 首字: 6.1997s, Rerank占比(总): 1.34%, Rerank占比(检): 2.25%
题号: psychology_160, 正确: False, 检索: 3.6041s, Rerank: 0.0847s, 生成: 2.4425s, 首字: 6.2031s, Rerank占比(总): 1.37%, Rerank占比(检): 2.30%
题号: psychology_161, 正确: False, 检索: 3.6009s, Rerank: 0.0834s, 生成: 2.4373s, 首字: 6.1907s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: psychology_162, 正确: False, 检索: 3.5786s, Rerank: 0.0842s, 生成: 2.4421s, 首字: 6.1747s, Rerank占比(总): 1.36%, Rerank占比(检): 2.30%
题号: psychology_163, 正确: True, 检索: 3.6076s, Rerank: 0.0836s, 生成: 2.4370s, 首字: 6.1976s, Rerank占比(总): 1.35%, Rerank占比(检): 2.26%
题号: psychology_164, 正确: False, 检索: 3.6102s, Rerank: 0.0840s, 生成: 2.4547s, 首字: 6.2182s, Rerank占比(总): 1.35%, Rerank占比(检): 2.27%
题号: psychology_165, 正确: False, 检索: 3.7268s, Rerank: 0.0865s, 生成: 2.4516s, 首字: 6.3362s, Rerank占比(总): 1.36%, Rerank占比(检): 2.27%
题号: psychology_166, 正确: False, 检索: 3.6097s, Rerank: 0.0840s, 生成: 2.4918s, 首字: 6.2570s, Rerank占比(总): 1.34%, Rerank占比(检): 2.27%
题号: psychology_167, 正确: False, 检索: 3.7079s, Rerank: 0.0837s, 生成: 2.4781s, 首字: 6.3412s, Rerank占比(总): 1.32%, Rerank占比(检): 2.21%
题号: psychology_168, 正确: False, 检索: 3.7165s, Rerank: 0.0848s, 生成: 2.5079s, 首字: 6.3792s, Rerank占比(总): 1.33%, Rerank占比(检): 2.23%
题号: psychology_169, 正确: False, 检索: 3.6783s, Rerank: 0.0837s, 生成: 2.4999s, 首字: 6.3309s, Rerank占比(总): 1.32%, Rerank占比(检): 2.22%
题号: psychology_170, 正确: True, 检索: 3.7271s, Rerank: 0.0848s, 生成: 2.4487s, 首字: 6.3320s, Rerank占比(总): 1.34%, Rerank占比(检): 2.23%
题号: psychology_171, 正确: True, 检索: 3.9332s, Rerank: 0.0869s, 生成: 2.5285s, 首字: 6.6208s, Rerank占比(总): 1.31%, Rerank占比(检): 2.16%
题号: psychology_172, 正确: True, 检索: 4.7528s, Rerank: 0.0913s, 生成: 2.6335s, 首字: 7.5484s, Rerank占比(总): 1.21%, Rerank占比(检): 1.89%
题号: psychology_173, 正确: False, 检索: 4.7610s, Rerank: 0.0909s, 生成: 2.6603s, 首字: 7.5844s, Rerank占比(总): 1.20%, Rerank占比(检): 1.87%
题号: psychology_174, 正确: True, 检索: 4.7456s, Rerank: 0.0924s, 生成: 2.6434s, 首字: 7.5550s, Rerank占比(总): 1.22%, Rerank占比(检): 1.91%
题号: psychology_175, 正确: False, 检索: 4.7955s, Rerank: 0.0915s, 生成: 2.5458s, 首字: 7.5040s, Rerank占比(总): 1.22%, Rerank占比(检): 1.87%
题号: psychology_176, 正确: False, 检索: 4.6815s, Rerank: 0.0866s, 生成: 2.5149s, 首字: 7.3555s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_177, 正确: True, 检索: 4.6730s, Rerank: 0.0874s, 生成: 2.5183s, 首字: 7.3512s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: psychology_178, 正确: True, 检索: 4.6911s, Rerank: 0.0872s, 生成: 2.5104s, 首字: 7.3647s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_179, 正确: True, 检索: 4.6618s, Rerank: 0.0857s, 生成: 2.5133s, 首字: 7.3306s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_180, 正确: True, 检索: 4.6719s, Rerank: 0.0868s, 生成: 2.5064s, 首字: 7.3372s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_181, 正确: False, 检索: 4.6690s, Rerank: 0.0870s, 生成: 2.5093s, 首字: 7.3373s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: psychology_182, 正确: False, 检索: 4.6821s, Rerank: 0.0878s, 生成: 2.5075s, 首字: 7.3537s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: psychology_183, 正确: False, 检索: 4.7104s, Rerank: 0.0868s, 生成: 2.5156s, 首字: 7.3835s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_184, 正确: True, 检索: 4.7166s, Rerank: 0.0880s, 生成: 2.5526s, 首字: 7.4283s, Rerank占比(总): 1.18%, Rerank占比(检): 1.83%
题号: psychology_185, 正确: True, 检索: 4.7635s, Rerank: 0.0880s, 生成: 2.5755s, 首字: 7.4983s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_186, 正确: True, 检索: 4.7505s, Rerank: 0.0886s, 生成: 2.5554s, 首字: 7.4661s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: psychology_187, 正确: False, 检索: 4.7564s, Rerank: 0.0877s, 生成: 2.5448s, 首字: 7.4602s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_188, 正确: False, 检索: 4.6980s, Rerank: 0.0884s, 生成: 2.5548s, 首字: 7.4127s, Rerank占比(总): 1.19%, Rerank占比(检): 1.85%
题号: psychology_189, 正确: False, 检索: 4.7577s, Rerank: 0.0890s, 生成: 2.5582s, 首字: 7.4778s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: psychology_190, 正确: False, 检索: 4.7690s, Rerank: 0.0881s, 生成: 2.5539s, 首字: 7.4826s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_191, 正确: False, 检索: 4.8046s, Rerank: 0.0880s, 生成: 2.5584s, 首字: 7.5243s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_192, 正确: False, 检索: 4.7980s, Rerank: 0.0882s, 生成: 2.5489s, 首字: 7.5071s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_193, 正确: False, 检索: 4.7763s, Rerank: 0.0889s, 生成: 2.5451s, 首字: 7.4835s, Rerank占比(总): 1.19%, Rerank占比(检): 1.83%
题号: psychology_194, 正确: False, 检索: 4.7852s, Rerank: 0.0888s, 生成: 2.5520s, 首字: 7.5021s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_195, 正确: False, 检索: 4.7660s, Rerank: 0.0875s, 生成: 2.5632s, 首字: 7.4888s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_196, 正确: False, 检索: 4.7637s, Rerank: 0.0899s, 生成: 2.5608s, 首字: 7.4866s, Rerank占比(总): 1.20%, Rerank占比(检): 1.85%
题号: psychology_197, 正确: True, 检索: 4.7436s, Rerank: 0.0875s, 生成: 2.5598s, 首字: 7.4628s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_198, 正确: False, 检索: 4.7782s, Rerank: 0.0877s, 生成: 2.5450s, 首字: 7.4832s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_199, 正确: False, 检索: 4.7778s, Rerank: 0.0874s, 生成: 2.5408s, 首字: 7.4796s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_200, 正确: False, 检索: 4.7529s, Rerank: 0.0872s, 生成: 2.5400s, 首字: 7.4530s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_201, 正确: False, 检索: 4.6076s, Rerank: 0.0833s, 生成: 2.4742s, 首字: 7.2357s, Rerank占比(总): 1.15%, Rerank占比(检): 1.78%
题号: psychology_202, 正确: True, 检索: 4.6528s, Rerank: 0.0873s, 生成: 2.5007s, 首字: 7.3122s, Rerank占比(总): 1.19%, Rerank占比(检): 1.84%
题号: psychology_203, 正确: True, 检索: 4.6368s, Rerank: 0.0859s, 生成: 2.5082s, 首字: 7.3031s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
题号: psychology_204, 正确: True, 检索: 4.6604s, Rerank: 0.0859s, 生成: 2.5024s, 首字: 7.3203s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_205, 正确: True, 检索: 4.6499s, Rerank: 0.0860s, 生成: 2.5084s, 首字: 7.3164s, Rerank占比(总): 1.17%, Rerank占比(检): 1.81%
题号: psychology_206, 正确: False, 检索: 4.6902s, Rerank: 0.0862s, 生成: 2.5118s, 首字: 7.3585s, Rerank占比(总): 1.17%, Rerank占比(检): 1.80%
题号: psychology_207, 正确: True, 检索: 4.6816s, Rerank: 0.0864s, 生成: 2.5048s, 首字: 7.3447s, Rerank占比(总): 1.18%, Rerank占比(检): 1.81%
题号: psychology_208, 正确: False, 检索: 4.6933s, Rerank: 0.1104s, 生成: 2.4958s, 首字: 7.3728s, Rerank占比(总): 1.50%, Rerank占比(检): 2.30%
题号: psychology_209, 正确: True, 检索: 4.6572s, Rerank: 0.0865s, 生成: 2.5036s, 首字: 7.3194s, Rerank占比(总): 1.18%, Rerank占比(检): 1.82%
